row_id,cluster,F1,F2,F3,StreetlightCondition,Acceptable_Sky_Conditions
151,2,-1.4097464548190215,0.22998314886599563,1.5499337377765345,2,2
152,1,0.007408223046598626,0.39688316531393425,-0.730834038329094,2,NA
153,2,-1.1015818665417838,-0.8784376767666033,0.667498370011037,2,2
154,2,-1.080664304274856,-0.07955486543927245,-0.8252660578598232,2,5
155,1,0.01701845139610577,0.07434304905710627,-0.12635495570807112,2,6
156,2,-1.018593738545428,-1.0116920990293012,0.14653990496199187,2,3
157,2,-1.4287988342564086,-1.9124792717813468,0.35321062029331957,2,3
158,2,-1.4291401577995828,-2.0118128108063607,-0.2003148393477559,2,2
159,1,-0.7832084803271963,1.0807141123389612,-0.49007894369177096,2,1
160,2,-1.530551150917864,-1.617380576080868,0.43906428448266094,2,3
161,2,-1.070005113891695,-0.6636662313391313,-0.4161844780260012,2,6
162,1,-0.5741651767357006,0.5252925261180745,-0.9180019504648969,2,NA
163,2,-0.5352242891363058,-1.9635990410134314,-0.13263000415100018,2,3
164,1,-1.0152071713722979,1.1178515622658918,-0.950511649280885,2,NA
165,1,1.2380047576549145,0.9439930125976788,0.006471469968944307,NA,5
166,2,-1.15957894303634,-1.4112322589750816,1.103340812097614,NA,2
